MajorAxisLength,MinorAxisLength,Area,Perimeter,AspectRatio,Eccentricity,EquivDiameter,Roundness,Compactness
272.7095784,214.8186902,45906,780.126,1.269487204,0.616033905,241.7629718,0.947872256,0.886521747
254.5527528,229.8039285,45919,776.844,1.107695392,0.43011257,241.7972015,0.956168989,0.949890343
273.7150697,214.2982457,45932,777.532,1.277262298,0.622116678,241.8314263,0.954747822,0.883515207
269.2993453,217.603471,45951,784.074,1.237569162,0.589133594,241.8814386,0.939270593,0.898187993
282.8423293,207.051301,45956,779.419,1.366049514,0.681263923,241.894598,0.950626919,0.855227711
261.3146512,224.2230512,45982,803.092,1.165422778,0.513553275,241.9630152,0.895915647,0.925945079
293.5218655,199.762426,45984,790.582,1.46935473,0.732682275,241.9682773,0.924533743,0.824362018
268.1410248,218.6060795,45988,774.279,1.226594546,0.579087603,241.9788011,0.963960916,0.902431104
267.9785692,218.8411482,45989,769.145,1.224534652,0.577151987,241.981432,0.976893878,0.902987999
270.5475939,216.6622932,45993,773.877,1.248706408,0.598893399,241.9919552,0.965067574,0.894452439
260.7370546,224.9751898,45993,775.581,1.158959149,0.505471704,241.9919552,0.960831604,0.928107267
287.505734,203.9274163,46009,798.716,1.409843459,0.704908141,242.0340435,0.906291463,0.841840753
277.2145631,211.5356223,46015,775.166,1.310486433,0.646309435,242.0498247,0.962320769,0.873149744
281.7103845,208.4104812,46021,782.884,1.351709294,0.672822398,242.0656049,0.943563387,0.859271146
262.7993586,223.4295487,46028,779.483,1.176206819,0.526474991,242.0840139,0.951959939,0.921174295
276.9653075,212.8479067,46090,779.136,1.30123576,0.639849493,242.2470033,0.954091506,0.874647462
268.3126145,219.006491,46092,774.513,1.225135444,0.577718211,242.2522592,0.965557172,0.902873164
258.1131983,227.8827401,46119,774.893,1.132657954,0.469600415,242.3232027,0.965175458,0.938825307
263.0752199,223.872677,46132,785.214,1.175110887,0.52519239,242.3573533,0.940234275,0.921247366
272.4072947,215.9622903,46137,784.568,1.261365094,0.609492445,242.3704868,0.941885333,0.88973567
274.7575357,214.4113065,46151,786.415,1.281450779,0.625323644,242.407257,0.937750712,0.882258812
286.6587399,205.4085909,46173,792.175,1.395553801,0.697524011,242.4650274,0.924603838,0.845831624
260.0997339,226.3979187,46202,780.633,1.148860977,0.492296914,242.5411583,0.952745326,0.932492912
270.7798305,217.7277888,46217,779.227,1.243662245,0.594525395,242.5805269,0.956497041,0.895858922
281.7191347,209.3760487,46250,782.848,1.345517486,0.669059909,242.6671155,0.948345763,0.8613796
270.6347841,218.8189766,46294,782.096,1.236797595,0.588441583,242.7825189,0.95107429,0.89708542
262.0060272,225.6030472,46323,782.327,1.161358547,0.508502481,242.8585503,0.951108151,0.926919708
280.3904973,210.8225172,46343,784.808,1.329983633,0.659289772,242.9109718,0.945512262,0.866330971
261.4360325,225.8533322,46347,779.401,1.157547821,0.503671612,242.9214548,0.958759267,0.929181232
281.3781027,210.3387961,46371,810.787,1.337737535,0.664227155,242.984343,0.886426584,0.863551004
294.1277065,201.0404146,46374,793.148,1.463027755,0.729937373,242.9922029,0.926351811,0.826145234
276.5100037,213.9154064,46379,795.796,1.292613788,0.63364215,243.0053021,0.920296437,0.878830056
308.6616563,191.7464054,46380,809.834,1.609738945,0.78363721,243.0079219,0.888686527,0.787295464
268.4691512,220.3100487,46382,776.201,1.21859694,0.571480164,243.0131613,0.967410818,0.90518095
274.5603828,215.7288407,46390,779.816,1.272710603,0.618576502,243.0341179,0.958627654,0.885175477
286.8878275,206.3306558,46411,783.759,1.390427546,0.694799752,243.0891205,0.949436029,0.847331595
286.1471902,207.1665155,46414,786.458,1.381242473,0.689814827,243.096977,0.942991532,0.849552207
271.7285301,217.911111,46418,780.558,1.246969597,0.597398984,243.1074519,0.957383481,0.894670323
293.9180293,202.2461601,46427,811.657,1.453268775,0.725612114,243.1310189,0.885595515,0.82720689
278.5876383,212.4825018,46448,777.498,1.311108613,0.646736728,243.1859995,0.9655579,0.872924589
275.3004714,215.4814748,46460,831.866,1.277606215,0.622381817,243.2174115,0.843688872,0.88346166
278.4977783,212.6539866,46474,783.172,1.309628767,0.645718956,243.2540536,0.95215053,0.873450607
269.2271617,220.0689481,46480,793.169,1.223376419,0.576056465,243.2697557,0.928420068,0.903585486
254.0924038,233.2003968,46494,799.436,1.089588214,0.397094066,243.30639,0.914196117,0.957550821
268.3833664,221.3346673,46503,780.526,1.212568143,0.565576378,243.3299376,0.959215275,0.90665059
275.3549027,216.0214592,46568,783.891,1.274664581,0.620103373,243.4999366,0.952326992,0.88431306
268.3298831,221.4171309,46594,804.546,1.211874989,0.564887953,243.5679029,0.9045615,0.907718142
276.2100809,215.1219326,46610,785.646,1.283969875,0.627229515,243.609719,0.948932147,0.881972585
281.1157886,211.6732848,46625,785.298,1.328064564,0.65804862,243.648915,0.950079016,0.866720849
275.8307819,215.8361969,46625,785.745,1.277963502,0.622656917,243.648915,0.948998348,0.8833275
286.4499688,207.875944,46680,796.926,1.377985174,0.688014212,243.7925798,0.923644225,0.851082584
275.6673112,216.0020244,46699,783.519,1.276225591,0.621315456,243.8421897,0.955913027,0.884552429
274.3479976,217.1541499,46701,781.494,1.263379022,0.611132771,243.8474113,0.960914503,0.888825191
267.5060492,222.6182005,46716,785.04,1.201636024,0.554477444,243.8865691,0.952559126,0.911704875
268.1653772,222.5908282,46828,779.434,1.204745853,0.557688109,244.1787489,0.968627469,0.910552851
295.6766049,202.56788,46841,833.57,1.459642096,0.728449546,244.21264,0.847133527,0.82594509
276.5854475,216.185838,46887,789.514,1.279387448,0.623749824,244.3325245,0.945241191,0.883388937
281.7664015,212.6099018,46918,790.933,1.325274124,0.656230058,244.4132831,0.942475269,0.867432319
256.5118827,233.1686431,46925,776.375,1.100113117,0.41680171,244.4315152,0.978297764,0.952905233
285.4887092,209.8555182,46946,796.12,1.360406015,0.677986159,244.4862034,0.930789316,0.856377837
296.8753171,201.6864276,46954,799.219,1.471964776,0.733801365,244.5070338,0.923742361,0.82360176
275.0607617,217.7319469,46973,781.213,1.263299968,0.611068613,244.5564989,0.967206571,0.889099911
284.7055874,210.22939,46975,790.564,1.354261587,0.67435228,244.5617051,0.944501354,0.858998615
279.620142,214.5121886,47044,792.003,1.303516335,0.641460923,244.7412535,0.942454629,0.875263319
263.8740048,227.2606123,47049,797.773,1.161107515,0.508187116,244.7542591,0.928969795,0.92754214
255.1785001,235.3415611,47096,807.722,1.084289995,0.386564204,244.8764782,0.907131113,0.959628175
284.3996312,211.2066345,47107,792.499,1.346546863,0.669690487,244.9050739,0.942535823,0.861130069
277.0274819,217.0810363,47171,792.111,1.276147777,0.621255197,245.0713826,0.944741207,0.884646465
277.1429371,217.1949246,47210,791.788,1.27601019,0.621148608,245.1726716,0.946293885,0.884643405
275.6104513,218.7119252,47211,853.59,1.260152829,0.608499129,245.1752682,0.814243736,0.889571738
283.1273358,212.9647399,47239,820.129,1.329456397,0.658949552,245.247962,0.882564027,0.866210821
270.0951595,223.4075828,47273,784.934,1.208979374,0.561990081,245.336204,0.964176951,0.908332473
281.0139788,214.5581051,47300,809.261,1.309733691,0.645791284,245.406256,0.907598526,0.873288429
272.1428992,222.1526616,47369,800.778,1.225026508,0.577615646,245.5851868,0.928281754,0.902412621
276.4688863,218.6554002,47397,795.724,1.264404565,0.611963374,245.6577593,0.940666773,0.888554812
281.5049052,215.0450278,47406,803.384,1.309050984,0.645320208,245.6810816,0.922989626,0.872741743
291.717734,207.1099133,47407,808.47,1.408516519,0.704235123,245.6836728,0.911432518,0.842196563
267.906122,225.6713571,47447,785.622,1.187151641,0.538927159,245.7872997,0.966031635,0.91743816
281.1132319,215.1272631,47465,801.514,1.306729923,0.643710527,245.8339175,0.928455566,0.874501409
282.4130237,214.3820412,47484,794.213,1.317335268,0.650964473,245.8831156,0.945982663,0.870650767
276.264608,219.2654235,47496,793.007,1.259955189,0.608336759,245.914183,0.949101933,0.890140017
276.5853784,218.976221,47518,785.966,1.263084079,0.610893307,245.9711298,0.966630509,0.889313568
277.2422688,218.4199373,47532,811.908,1.269308435,0.615892018,246.0073618,0.906112895,0.887337139
279.5917352,216.6850632,47533,800.405,1.290313836,0.631954792,246.0099496,0.932364015,0.87988992
278.3614339,217.7840958,47534,786.076,1.278153177,0.622802818,246.0125373,0.966685384,0.883788152
290.0399054,209.4093521,47562,802.028,1.385037977,0.691891111,246.0849837,0.92916087,0.848452158
283.6167927,214.3764565,47705,803.672,1.322984796,0.654725672,246.4546459,0.928145554,0.86897057
293.7524103,207.022057,47720,799.753,1.418942573,0.709455578,246.4933895,0.937558862,0.839119547
273.7960664,222.4660455,47735,795.626,1.230731934,0.582926871,246.5321271,0.947608303,0.900422458
293.8713184,207.3700756,47762,816.963,1.417134645,0.708561314,246.6018393,0.899264797,0.839149055
298.5944464,203.9627105,47779,819.346,1.463965867,0.730347267,246.6457221,0.894359746,0.82602247
282.2464816,216.0487319,47812,802.135,1.306401936,0.643482046,246.730884,0.93379564,0.874168148
292.0089795,208.7494588,47829,800.678,1.398849038,0.69925388,246.7747438,0.937530431,0.845092998
272.4669677,224.5130013,47930,790.823,1.213591044,0.566588625,247.0351622,0.963071896,0.906660959
281.9002603,217.3496658,47971,905.348,1.296989619,0.636815537,247.1407983,0.735457435,0.876695886
281.0863977,217.8036746,48004,795.841,1.290549382,0.632128222,247.2257897,0.952433522,0.879536654
284.681009,214.8948298,48007,809.638,1.324745734,0.655883835,247.2335148,0.920306871,0.868458053
271.5494225,225.7855432,48067,791.313,1.202687376,0.555567752,247.3879649,0.964628925,0.91102372
296.8403893,206.417061,48094,820.094,1.438061311,0.718641608,247.4574361,0.898614649,0.833638026
278.3762766,220.3733696,48112,788.422,1.263202887,0.610989798,247.5037393,0.972625846,0.889097815
276.4188256,221.9289894,48123,798.934,1.245528249,0.596151187,247.5320315,0.947416077,0.895496285
277.4665035,221.4105608,48201,792.906,1.253176463,0.602694236,247.732556,0.963435188,0.892837704
272.3113872,225.9420202,48202,815.613,1.205226841,0.558180833,247.7351258,0.910555965,0.909749417
275.8280279,222.8614674,48224,796.462,1.237665852,0.589220165,247.791654,0.955307032,0.898355602
314.599982,195.3707361,48237,813.952,1.610271775,0.783800119,247.825051,0.914939894,0.787746552
285.3797054,216.0143229,48324,812.215,1.321114737,0.653488405,248.0484383,0.9205147,0.869187379
290.2072274,212.2914675,48327,803.021,1.36702257,0.681823398,248.0561378,0.941772261,0.854755204
293.9535048,209.524802,48335,812.408,1.402953263,0.701385522,248.0766684,0.920286824,0.843931657
296.7043203,207.8179902,48357,820.651,1.427712394,0.71372976,248.1331188,0.902302598,0.836297627
282.5322441,218.7625208,48412,800.234,1.29150205,0.632828211,248.2741888,0.950011559,0.878746387
269.4073367,229.0584799,48433,803.54,1.176150897,0.526409707,248.3280308,0.942619095,0.921756749
276.0622116,224.3356954,48484,809.471,1.230576396,0.582783697,248.4587412,0.929834632,0.900009964
271.5869147,227.8805758,48538,828.59,1.19179493,0.544022656,248.5970656,0.888407807,0.915349938
301.3699872,206.0170445,48598,813.192,1.462840067,0.729855243,248.7506691,0.923510985,0.825399607
287.380339,215.5698919,48606,805.113,1.333119094,0.661301136,248.7711424,0.942293224,0.865651225
284.4975919,217.9497639,48611,804.782,1.305335627,0.642737487,248.7839374,0.94316551,0.874467639
288.2629577,215.4478056,48620,898.957,1.337971195,0.664374045,248.8069667,0.756043844,0.863125004
323.1527042,192.3552368,48644,835.917,1.679978719,0.803543797,248.8683676,0.874808167,0.770126211
278.9753671,222.6076032,48673,807.338,1.253215807,0.602727403,248.9425403,0.938398252,0.892345955
270.6905941,229.2923642,48673,799.093,1.180547792,0.531490274,248.9425403,0.957862843,0.91965715
279.1326831,222.3941818,48686,795.84,1.255125834,0.604331651,248.9757829,0.965967315,0.891962131
274.6782807,226.3339856,48782,811.014,1.213597154,0.566594658,249.2211297,0.931993242,0.907320116
288.045974,216.1629714,48813,813.947,1.332540778,0.660931679,249.3003046,0.925876604,0.865487898
286.9172527,217.1602035,48868,800.747,1.321223908,0.653560843,249.4407145,0.957731538,0.869382068
275.6479027,226.8446395,49031,838.858,1.215139592,0.568112766,249.856375,0.875595888,0.906433071
271.5623473,230.1889673,49063,795.123,1.17973659,0.530560858,249.9378959,0.97520368,0.920370215
277.3600758,225.5484446,49085,800.622,1.229713981,0.581988204,249.993926,0.962284787,0.901333493
289.5555999,216.1123185,49092,805.611,1.339838478,0.665543994,250.0117512,0.950538724,0.863432623
289.7182954,216.0480583,49105,813.679,1.340990045,0.666262054,250.0448517,0.932028868,0.863062001
297.8698781,210.4572992,49106,908.723,1.415345912,0.707672051,250.0473977,0.7472766,0.839451774
278.8531643,224.4414022,49108,799.901,1.242431929,0.593447001,250.0524896,0.964472017,0.896717418
276.1731,226.8514883,49129,805.088,1.217418065,0.570337414,250.1059487,0.95249144,0.905612997
286.2928916,219.0012436,49216,799.631,1.307266055,0.644083459,250.3273006,0.967245979,0.874374838
289.3830362,216.8052717,49227,807.687,1.334760146,0.662345789,250.3552737,0.948259163,0.865134588
279.1017679,224.8524408,49235,801.151,1.241266348,0.592420569,250.3756158,0.963951199,0.897076424
300.584812,209.2387931,49335,837.331,1.436563496,0.717939337,250.6297527,0.884241017,0.833807108
282.13013,223.0529167,49354,802.838,1.26485739,0.612329123,250.6780096,0.962224432,0.888519101
280.6216409,224.2892719,49363,816.683,1.251159445,0.600987206,250.7008649,0.930045892,0.893376805
279.1055223,225.5725729,49377,800.422,1.237320294,0.588910617,250.7364134,0.968493098,0.898357049
278.3305613,226.9136794,49452,825.529,1.226592253,0.579085457,250.9267661,0.911861871,0.90154227
298.8035974,211.8542236,49639,833.546,1.410420771,0.705200159,251.4007513,0.897787893,0.841357847
278.0028246,227.9971291,49680,819.726,1.219325987,0.572184074,251.5045538,0.929081967,0.904683448
285.9101273,221.8043007,49728,823.685,1.289019763,0.630999428,251.6260243,0.921061316,0.880087833
273.5577319,231.9879368,49753,812.08,1.179189468,0.529931999,251.6892669,0.948050578,0.92005905
284.1727676,223.5363681,49827,831.839,1.271259661,0.617435697,251.876372,0.90489054,0.886349435
270.6473214,234.714171,49848,805.584,1.153093229,0.49790328,251.9294441,0.965241394,0.930840338
280.3607018,226.8318893,49874,824.563,1.235984511,0.587710049,251.995137,0.92179931,0.898824747
292.0031631,218.0170791,49878,822.009,1.339359119,0.665244314,252.005242,0.9276107,0.863022302
286.4899201,222.0352076,49888,810.547,1.290290505,0.631937605,252.0305029,0.954222279,0.87971857
271.5733473,234.3101821,49923,816.004,1.159033487,0.505566159,252.1188961,0.942162825,0.928363916
299.1147955,212.9170718,49949,823.828,1.404841768,0.702357943,252.1845396,0.924833526,0.84310286
287.9442626,221.92736,50086,821.776,1.29747077,0.637161555,252.5301484,0.932007283,0.877010523
291.3830171,219.4732843,50124,827.876,1.327646862,0.657777447,252.6259269,0.919020079,0.866989193
303.2506787,210.7995845,50129,825.083,1.438573417,0.718881056,252.6385266,0.925344882,0.833101274
277.1151484,230.7938036,50170,810.208,1.200704456,0.553507164,252.7418208,0.960419371,0.91204621
316.4535715,202.2688176,50172,828.968,1.564519807,0.769062358,252.7468584,0.917478182,0.798685435
284.8714973,224.792585,50218,822.578,1.267263764,0.614262562,252.8626968,0.932642273,0.887637757
288.1186704,222.1320774,50233,818.361,1.297060171,0.63686631,252.9004588,0.942560273,0.87776491
285.970002,224.1647907,50253,864.971,1.275713287,0.620918417,252.9507993,0.844051145,0.884536131
286.8992596,223.7131986,50316,820.444,1.282442258,0.6260758,253.1093063,0.939329768,0.88222363
295.0171035,217.6354485,50336,819.005,1.355556301,0.675123731,253.1596052,0.943008177,0.858118401
293.940665,218.6727557,50371,827.936,1.344203415,0.668251958,253.2476043,0.923414954,0.861560289
286.901135,224.4642386,50459,834.999,1.27815966,0.622807804,253.4687243,0.909445321,0.883470622
311.6093704,206.4985208,50487,835.946,1.509015024,0.748899202,253.5390402,0.907889474,0.813643825
291.6220792,221.0689942,50551,828.646,1.319145094,0.652177002,253.6996891,0.925127389,0.869960497
289.6649456,222.4757365,50552,813.194,1.302006907,0.640395779,253.7021984,0.96063825,0.875847086
327.3981013,197.8106829,50645,846.485,1.655108291,0.796840232,253.9354578,0.888194145,0.77561677
282.8244455,228.4612972,50666,820.94,1.237953426,0.589477451,253.9880997,0.944721173,0.898041537
302.4101617,213.8232786,50695,832.041,1.414299526,0.707149758,254.0607776,0.920207009,0.840119843
300.5536668,215.4237774,50747,842.609,1.395174064,0.697323598,254.1910446,0.898189658,0.845742617
289.51083,223.9165127,50760,851.459,1.292940956,0.633881082,254.223601,0.879840596,0.878114304
302.1716806,214.4716633,50771,830.882,1.408911909,0.704435929,254.2511454,0.924159389,0.841412884
294.4740388,220.4803859,50913,828.731,1.335601975,0.662879546,254.6064511,0.931561181,0.864614253
279.1888496,233.0075017,51013,826.986,1.198196828,0.550875519,254.8563691,0.937334093,0.912845802
290.3108914,224.0330409,51026,817.975,1.295839623,0.635986195,254.8888405,0.958343779,0.877985801
300.3870698,216.6920756,51071,833.064,1.386239293,0.692543438,255.0012094,0.92475671,0.848908741
294.8418623,222.2647237,51268,828.387,1.326534672,0.657053616,255.4925537,0.938835904,0.866540971
326.9648447,200.3430406,51342,854.937,1.632024969,0.79028788,255.6768756,0.88270263,0.781970538
300.8424616,218.0567255,51408,866.227,1.379652294,0.688937967,255.8411588,0.860948432,0.850415721
300.8312456,217.9846705,51426,879.177,1.380056886,0.689161461,255.885945,0.836064866,0.850596302
296.4460313,222.1142927,51630,826.672,1.33465536,0.662279248,256.3929751,0.949391924,0.864889215
297.9037199,221.2184119,51650,850.54,1.346649754,0.669753403,256.44263,0.897202973,0.86082386
294.5472348,224.105394,51737,838.558,1.314324611,0.648931252,256.658517,0.924580848,0.871366242
286.7706676,230.5993145,51901,839.556,1.243588552,0.594460947,257.0649832,0.925307858,0.8964131
315.8166169,211.1707521,52255,840.789,1.495550941,0.743577366,257.9401722,0.928888687,0.816740343
289.346965,230.7840721,52345,839.624,1.253756216,0.603182474,258.1622048,0.933072479,0.892223648
281.5560374,237.2384123,52371,841.309,1.186806279,0.538543831,258.226312,0.929800255,0.917140028
296.6304835,225.9183413,52530,831.059,1.312998678,0.648029319,258.6180065,0.955770343,0.871852425
309.191422,216.8089582,52578,837.158,1.426100769,0.712952116,258.7361374,0.942755474,0.83681538
277.7966904,241.9587178,52737,835.521,1.148116063,0.491297051,259.1270612,0.949315441,0.932793911
298.0882333,225.8175693,52807,839.524,1.32004004,0.652773918,259.2989792,0.941532092,0.869873247
298.2441132,226.0495163,52829,846.266,1.319375144,0.65233061,259.3529871,0.926975954,0.869599686
306.6590107,220.4891453,53037,853.987,1.390812279,0.69500563,259.8630519,0.913873945,0.847400673
317.7498966,213.4616369,53149,853.122,1.488557388,0.740740414,260.1372879,0.917661853,0.818685673
296.3062454,228.7238817,53187,835.257,1.295475764,0.635723104,260.2302666,0.95802118,0.87824766
317.7812988,213.3266018,53192,851.357,1.489646843,0.741185701,260.2424982,0.922216231,0.81893585
299.6543401,227.6097554,53507,843.007,1.316526788,0.650420466,261.0119314,0.946145884,0.871043387
288.4270428,237.1784295,53566,844.976,1.216076198,0.569029813,261.1557954,0.94277994,0.905448369
283.7432074,241.0508894,53662,833.123,1.177109149,0.527525994,261.3897099,0.971535044,0.921219268
283.723264,241.0759436,53674,835.455,1.17690409,0.527287545,261.4189345,0.96633498,0.921387026
287.3916081,239.1941696,53933,848.827,1.201499219,0.554335202,262.0489045,0.940645694,0.91181822
327.9582681,209.8994434,53939,865.418,1.562454206,0.768359284,262.0634805,0.905025689,0.799075693
325.2931179,212.0609615,54087,873.614,1.533960403,0.758298661,262.4227644,0.890560825,0.806727071
337.7261379,204.8845378,54136,892.691,1.648372988,0.794962317,262.5416081,0.853677264,0.777380187
286.0227064,242.1620824,54282,854.73,1.18112094,0.532144817,262.8953955,0.93370097,0.919141696
325.1132725,213.6953131,54421,860.505,1.521387005,0.753633429,263.2317786,0.923569507,0.809661742
298.9429905,233.4474724,54694,846.959,1.280557838,0.624643967,263.8911966,0.958130744,0.882747564
327.957559,213.0951501,54801,871.432,1.539019348,0.760135653,264.1492008,0.906841403,0.805437148
297.8084705,235.9882769,55107,850.202,1.261962986,0.609980703,264.8856576,0.958015175,0.88944971
297.5859178,236.6141496,55191,862.202,1.257684371,0.606462551,265.0874643,0.932953665,0.89079304
338.8208253,208.090406,55238,878.591,1.628238571,0.789181057,265.2003129,0.899237293,0.782715504
339.0068474,211.7934967,56201,881.138,1.600648049,0.780827278,267.5020293,0.90963266,0.789075593
300.3835241,238.9591697,56204,899.17,1.257049581,0.605935772,267.5091688,0.873561473,0.890558727
321.3010809,224.3158962,56493,877.951,1.432359838,0.715952895,268.1960507,0.921009153,0.834718794
320.9125419,225.0322995,56525,872.803,1.426073247,0.712938806,268.2719987,0.932433728,0.835966077
304.4774001,237.5330527,56693,933.372,1.281831714,0.625612942,268.6703733,0.817767348,0.882398409
314.6127709,231.565,57144,878.194,1.358636974,0.676946976,269.7369099,0.931106953,0.857361604
323.5467601,228.3917681,57649,896.189,1.416630568,0.708311167,270.9261643,0.901991457,0.837363243
339.931533,217.4740111,57994,906.71,1.563090372,0.768576183,271.7356328,0.886453823,0.799383424
310.991389,243.6819281,59385,910.603,1.276218517,0.621309979,274.975145,0.899970909,0.884188935
309.1991816,252.2876489,61150,896.72,1.225581922,0.578138102,279.0315361,0.955636245,0.902432971
299.046841,177.0814896,41487,815.9,1.688752684,0.805825541,229.8323062,0.783155548,0.76854952
283.1427772,186.9854891,41488,759.552,1.514250001,0.750920218,229.8350762,0.903685555,0.811728551
266.7003964,202.3810876,42012,809.77,1.317812843,0.651285139,231.2819486,0.80511859,0.867197618
296.4045889,185.6575998,43122,838.186,1.596512016,0.779529536,234.3173823,0.77130821,0.790532235
273.4029446,201.2668862,43145,799.426,1.358409969,0.676813217,234.379863,0.848367064,0.857268978
293.3718283,192.1111738,44027,813.833,1.527094039,0.755768822,236.7634208,0.835330551,0.807042115
282.1488206,203.1618504,44924,817.215,1.388788397,0.693920006,239.1631521,0.845309254,0.847648952
299.2873979,192.127518,45012,854.166,1.557753938,0.766746577,239.3972815,0.775271133,0.799890952
296.0736966,196.3402805,45564,802.744,1.507962074,0.748489491,240.8607204,0.888541202,0.813516105
303.4694909,191.9320765,45653,841.132,1.581129618,0.774593661,241.0958418,0.810869331,0.794464844
300.6302146,196.4784442,46278,846.308,1.530092605,0.756878843,242.7405604,0.81194676,0.807439002
289.608245,205.3813982,46529,815.026,1.410099686,0.705037806,243.3979515,0.880218833,0.840438612
305.7038868,196.1460607,46774,833.722,1.558552263,0.767021759,244.0379201,0.845613391,0.798282033
300.1907651,200.1112844,47003,821.301,1.500119126,0.745403341,244.6345812,0.875650377,0.814930403
296.8462778,203.0587116,47143,858.562,1.461874132,0.729431915,244.9986364,0.803681099,0.825338415
300.2878932,200.3199142,47149,857.69,1.499041643,0.74497456,245.0142267,0.805418604,0.815931086
300.1071521,202.8811611,47668,846.128,1.479226314,0.736874947,246.3590522,0.836690159,0.820903636
279.6545564,217.918565,47794,833.459,1.283298448,0.626723197,246.6844357,0.864599066,0.882104118
327.9986493,186.5201272,47883,873.536,1.758516115,0.822571799,246.9140116,0.788550662,0.752789721
284.1537887,215.1572513,47940,854.752,1.320679582,0.653199406,247.0609313,0.824570213,0.869462035
291.6539681,210.0431569,47981,809.088,1.388543061,0.693787968,247.1665564,0.9210594,0.84746509
304.5282824,202.7155129,48160,829.234,1.502244589,0.746245739,247.6271723,0.880120509,0.813149998
310.0210088,198.2599821,48165,824.701,1.563709456,0.768786946,247.6400264,0.889914711,0.798784661
297.981992,207.3178381,48439,810.37,1.4373196,0.718294206,248.343412,0.926911612,0.833417518
303.607016,204.6563236,48638,874.666,1.483496872,0.738655623,248.8530188,0.798915933,0.819655033
301.9839706,205.4110154,48638,874.041,1.470144968,0.733021909,248.8530188,0.800058902,0.824060358
318.9514291,195.5799615,48831,871.27,1.630798098,0.78993026,249.3462657,0.808350965,0.781768768
313.6299142,198.9725576,48868,885.296,1.576247086,0.772989921,249.4407145,0.78353324,0.795334575
310.0875693,201.7558508,48915,894.486,1.53694462,0.759385013,249.5606386,0.768253994,0.804806975
293.7755666,214.1688826,49166,856.332,1.371700515,0.684490151,250.2001108,0.84253974,0.851670933
304.0723235,206.8129106,49309,867.448,1.470277279,0.733078706,250.5637019,0.823472611,0.824026663
310.5630747,202.4588914,49317,886.931,1.533956215,0.758297131,250.5840271,0.787819715,0.806869997
332.0911112,191.9920823,49755,868.813,1.729712534,0.81594414,251.6943256,0.828312039,0.757907445
300.7570338,211.6168613,49777,861.277,1.42123379,0.710582389,251.7499649,0.843243269,0.837054288
313.3752665,203.3398832,49967,878.754,1.541140191,0.760899084,252.2299751,0.813127239,0.804881565
313.9996922,203.9382858,49975,873.529,1.539679962,0.760373872,252.250166,0.823015495,0.803345265
329.2584334,193.819678,49991,911.824,1.698787433,0.808384249,252.290543,0.755578602,0.766238667
279.4366973,228.683881,50035,846.474,1.221934384,0.574685217,252.4015464,0.877518987,0.903251251
313.0215817,204.6558146,50166,893.846,1.529502508,0.756661043,252.7317451,0.789030763,0.807393994
309.8928256,206.7723679,50167,873.825,1.498714885,0.744844297,252.7342641,0.82561783,0.815553776
325.5099201,198.5238286,50486,982.666,1.639651634,0.79248943,253.5365292,0.657005443,0.778890331
314.32679,205.4662817,50575,858.52,1.529821766,0.756778917,253.7599062,0.862273267,0.807312371
314.9375832,205.4562108,50683,905.491,1.532869617,0.757899604,254.0307065,0.776790492,0.806606515
316.2129384,204.4654138,50712,877.164,1.546535096,0.76282353,254.1033723,0.828245346,0.803583097
308.3940575,210.467044,50798,900.901,1.465284311,0.730921624,254.3187417,0.786506543,0.824655131
313.5564944,208.1921879,50948,884.692,1.506091547,0.747758979,254.6939503,0.817999059,0.812274518
323.1062346,201.1006885,50978,881.559,1.606688853,0.782700884,254.7689257,0.824308712,0.788498947
327.8575096,198.507869,51015,859.253,1.651609638,0.795868169,254.861365,0.868291682,0.777354056
317.3603439,206.2492209,51107,886.653,1.538722631,0.760028532,255.0910689,0.816926298,0.803789994
330.8228042,198.618899,51332,889.637,1.66561594,0.799715985,255.651975,0.815027712,0.772776156
276.6573221,237.6136081,51512,887.745,1.164315984,0.512187978,256.0998154,0.821375617,0.925693249
310.8525301,211.4262215,51576,861.13,1.470264795,0.733073347,256.2588589,0.874017407,0.824374371
318.8858574,206.9663203,51674,910.012,1.540762077,0.760763263,256.5022032,0.784129344,0.804369956
304.3503037,216.7960052,51693,834.877,1.403855681,0.701850849,256.5493555,0.931958572,0.84294102
306.3289695,216.056113,51695,880.771,1.417821349,0.708901517,256.5543184,0.837398908,0.837512426
319.9387591,206.311128,51734,878.392,1.550758615,0.764312792,256.6510756,0.842576184,0.802188132
311.3287503,212.4263601,51782,858.661,1.465584356,0.731052055,256.7701114,0.882561968,0.824755539
327.3825036,202.8131801,51906,896.485,1.61420724,0.784997333,257.0773654,0.811598754,0.785250777
313.7611961,211.334637,51932,897.618,1.484665271,0.739139388,257.1417431,0.809956708,0.819546032
316.9151109,209.6040912,52104,906.358,1.511970063,0.750043274,257.5672208,0.797042325,0.812732533
332.9882035,200.1934012,52184,888.581,1.663332565,0.799096574,257.7648781,0.830525907,0.774096125
311.1939098,215.7707987,52187,975.927,1.442242935,0.720587066,257.7722873,0.688553245,0.828333329
289.7805138,230.4202782,52341,904.349,1.257617238,0.6064069,258.1523407,0.804229046,0.890854728
315.9159221,212.1152663,52545,911.562,1.489359666,0.741068445,258.6549282,0.794637096,0.818746097
312.6866807,214.5149593,52596,887.942,1.457645106,0.727565667,258.7804225,0.838288258,0.82760296
